,distance_af_in_pr,distance_af_in_vl,distance_af_ex_pr,distance_af_ex_vl,distance_af_in_pr2,distance_af_in_vl2,distance_af_ex_pr2,distance_af_ex_vl2
Vanuatu,0.07646992934111754,0.012206780210125839,-0.12326891489115938,-0.037583503998580264,0.058922526912578856,0.027524361566417726,-0.10008896129464111,-0.0428276006233315
Venezuela,0.03187961763434765,0.02359891900913531,0.024163763266661205,0.03602237740597079,0.033142801335180466,0.024100334288503323,0.02459135370653838,0.0343748776512891
Yemen,-0.01970356490966167,0.019678847437097774,-0.06796190836649176,-0.05727015836274687,-0.024803672551916862,0.01812173574598971,-0.07392053638904289,-0.055365669107044616
Yugoslav SFR,-0.0070136216426366985,-0.02901898936993698,-0.007920337499975326,0.0001792951601198902,-0.009725165686304844,-0.02269205326804464,-0.006627648035673553,-0.0015423623547310822
Zambia,0.010126359392696054,0.0016526160273519948,0.024751018107123293,0.0006884001505854752,0.00433722384394515,0.00984324622419504,0.024826077006332423,0.002351031545483043
Zimbabwe,0.008092388321353469,0.04400168792335846,0.0013254824702029235,0.00979237612695528,0.010017670490809866,0.04145814939515334,-0.0006094505612401499,0.012373187761992737
American Samoa,,,-0.05232553701966728,-0.013356134303064501,,,-0.040145316395838064,-0.01989078922535569
Andorra,,,,,,,,
Angola,,,0.056151819676149115,-0.02462086645643195,,,0.016422627519784367,0.015290041759180433
Anguilla,,,,,,,,
Bouvet Island,,,,,,,,
British Indian Ocean Territory,,,0.045863767695917296,0.016605551790635012,,,0.031234659743276147,0.031234659743276147
British Virgin Islands,,,0.003713302760631784,-0.12412261399690014,,,-0.022180661612219238,-0.11413982148939729
Cayman Islands,,,0.1341782145648987,-0.012183484714094965,,,0.06099736492540186,0.06099736492540186
Chad,,,-0.014065181478860949,0.007530826422925866,,,-0.007576255719698938,-0.00023665760548834114
Christmas Island,,,,,,,,
Cocos (Keeling) Islands,,,,,,,,
Czechoslovakia,,,-0.03637003532842018,-0.06007663574967456,,,-0.05246692208088759,-0.043380213991867596
Dominican Republic,,,0.009815640318305873,0.0012499503504351565,,,0.008558858155122681,0.0014559902764386156
Equatorial Guinea,,,,,,,,
Eritrea,,,0.061010224612741214,-0.029495001012807293,,,0.04798052642700952,-0.04585821753096621
Falkland Islands (Islas Malvinas),,,-0.06912149066174765,-0.15313764568197738,,,-0.10682158463295038,-0.11401498833414475
Federated States of Micronesia,,,,,,,,
Gibraltar,,,,,,,,
Guam,,,0.08719987518784207,0.10907923883324364,,,0.0800853857364339,0.126315625486412
Guinea-Bissau,,,-0.016322923607908,-0.0229429054152189,,,-0.02386796817173073,-0.016873763701747983
Haiti,,,-0.0684653427995773,-0.07236339099142992,,,-0.07545066172184213,-0.06997143130658767
Holy See,,,,,,,,
Iraq,,,-0.003053791622005298,0.005797895004058212,,,0.0039163809490958155,-0.0007551920429928851
Johnston Atoll,,,,,,,,
Laos,,,-0.01337167049624416,-0.01702094334399524,,,-0.01604354845856446,-0.01121324749250214
Lesotho,,,0.06797000812872028,0.005701896755146751,,,0.08801826934513186,-0.01576503352260192
Liberia,,,-0.07684325610514312,-0.11958273808097708,,,-0.09503356184908787,-0.1027371176173469
Liechtenstein,,,,,,,,
Marshall Islands,,,0.03273644392877728,-0.0030006959950518606,,,0.02776192194267509,0.006893214145135001
Mayotte,,,,,,,,
Midway Island,,,,,,,,
Monaco,,,,,,,,
Mozambique,,,-0.03174809415098557,-0.0508857960681427,,,-0.03970977511697937,-0.042353102485215295
Myanmar,,,0.0017756546533831549,-0.0050820690852911785,,,-0.0003868281496902825,-0.0033681332049687778
Nauru,,,,,,,,
Niue,,,,,,,,
North Korea,,,0.07834820767372108,0.06584320101906353,,,0.08333518554302588,0.06353132595351015
Palau,,,,,,,,
Palestine,,,-0.10402351107297068,0.007897417211005156,,,-0.05861637949876089,-0.037189750707091136
Pitcairn Islands,,,,,,,,
Puerto Rico,,,0.006819048067812198,-0.006571371110962873,,,0.002796323491234318,-0.0001988424298228133
"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
Samoa,,,-0.07649934094168485,-0.01635575934475975,,,-0.0799273781202848,-0.012961909979982816
San Marino,,,,,,,,
Somalia,,,0.008444296940305462,0.02511899029284596,,,0.013061738881381287,0.021086966714520414
South Sudan,,,0.026064042141914573,0.027628549639499095,,,0.026846295890706827,0.026846295890706827
St. Pierre and Miquelon,,,,,,,,
Tajikistan,,,0.0562314224142696,-0.017455517350864272,,,0.04432871324432769,-0.008040504740655376
Timor-Leste,,,,,,,,
Tokelau,,,0.051261602409555684,-0.01925456123053428,,,0.03283960943846054,0.0015837917168433045
Turkmenistan,,,-0.01657056101229056,-0.04537374999191374,,,-0.03413397136757773,-0.04448827401986726
Turks and Caicos Islands,,,0.009201922419664098,0.05304477648330129,,,0.02078633980276103,0.03948456711846717
US Minor Is.,,,,,,,,
Unspecified Area,,,0.004685875910188287,0.003586810320481291,,,0.004496675206684495,0.0038061079102255785
Uzbekistan,,,-0.014416954740405162,-0.0075255318539214485,,,-0.011133647198735008,-0.00822776569903968
Vietnam,,,-0.0033788838810576397,0.001195219080155432,,,-0.0020083466119748716,0.000393117681897809
Virgin Islands (U.S.),,,,,,,,
Wallis and Futuna Islands,,,,,,,,
Western Sahara,,,,,,,,
